epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,20898.1,0.66028,0.34785,0.87387,0.93355,0.9201,0.97193,0.81997,0.6145,0.3196,0.86709,0.002773,0.002773,0.002773
148,21044.5,0.66197,0.34888,0.87172,0.93111,0.92119,0.97184,0.82049,0.61449,0.31959,0.86695,0.0027235,0.0027235,0.0027235
149,21192.7,0.66095,0.34748,0.87191,0.93462,0.91773,0.97184,0.81985,0.61532,0.32008,0.86751,0.002674,0.002674,0.002674
150,21337.8,0.66292,0.34848,0.87447,0.93317,0.91738,0.97148,0.81975,0.61502,0.32145,0.86727,0.0026245,0.0026245,0.0026245
151,21481,0.65961,0.34833,0.86938,0.93354,0.91796,0.97181,0.81985,0.61468,0.32106,0.86699,0.002575,0.002575,0.002575
152,21627,0.65928,0.34644,0.87221,0.93171,0.91886,0.97182,0.81992,0.61573,0.32108,0.8676,0.0025255,0.0025255,0.0025255
153,21775.7,0.65909,0.34926,0.87171,0.93022,0.91969,0.97195,0.81948,0.61527,0.32054,0.86743,0.002476,0.002476,0.002476
154,21922.8,0.65878,0.34665,0.87136,0.92716,0.92344,0.97212,0.81985,0.61556,0.32004,0.86757,0.0024265,0.0024265,0.0024265
155,22065.9,0.65628,0.3447,0.8728,0.92756,0.92308,0.97219,0.82011,0.61532,0.31941,0.86761,0.002377,0.002377,0.002377
156,22209.8,0.65394,0.34201,0.8698,0.92605,0.92594,0.9723,0.8197,0.61455,0.31919,0.86746,0.0023275,0.0023275,0.0023275
157,22356.3,0.65643,0.34607,0.87256,0.9257,0.92549,0.97196,0.81957,0.61456,0.31838,0.86771,0.002278,0.002278,0.002278
158,22503.7,0.65157,0.34263,0.86976,0.92513,0.92652,0.97204,0.82007,0.61496,0.31826,0.86765,0.0022285,0.0022285,0.0022285
